trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
579,False,"{'a': 0.7, 'e': 0.04155858174616913}",30,18,22.528336605393818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.7, 'e': 0.041522739926869986}",25,16,17.483837772510746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.7, 'e': 0.04148699068225112}",25,16,17.656633918060965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.7, 'e': 0.041451333614483915}",25,13,27.202770681308255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.7, 'e': 0.041415768328129106}",25,18,14.651055909640395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.7, 'e': 0.0413802944301184}",20,2,29.151286559889463,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.7, 'e': 0.041344911529736156}",20,10,13.744729665801703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.7, 'e': 0.04130961923860138}",25,11,20.270584690283826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.7, 'e': 0.0412744171706498}",20,9,22.163047515004937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.7, 'e': 0.041239304942116126}",30,21,14.574244347399189,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.7, 'e': 0.04120428217151646}",20,11,15.369744193793085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.7, 'e': 0.04116934847963091}",20,13,14.629836297469858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.7, 'e': 0.04113450348948636}",20,3,26.028598097439954,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.7, 'e': 0.04109974682633932}",20,0,17.634919387390887,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.7, 'e': 0.04106507811765909}",20,2,23.67931438432879,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.7, 'e': 0.041030496993110906}",20,10,19.043882349976545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.7, 'e': 0.040996003084539386}",20,13,14.715606398959196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.7, 'e': 0.04096159602595203}",20,12,16.19783763081639,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.7, 'e': 0.0409272754535029}",25,9,-13.555253847268954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
598,False,"{'a': 0.7, 'e': 0.040893041005476534}",25,14,19.533294692609644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.7, 'e': 0.04085889232227185}",20,11,18.000221553594077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.7, 'e': 0.040824829046386304}",20,5,28.448086878145403,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.7, 'e': 0.04079085082240021}",20,12,13.386028681192407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.7, 'e': 0.04075695729696112}",20,3,28.740240155595462,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.7, 'e': 0.040723148118768406}",35,3,57.9599281638832,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.7, 'e': 0.04068942293855797}",20,7,-0.39867401265581526,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.7, 'e': 0.040655781409087086}",20,13,14.032187143432777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.7, 'e': 0.04062222318511938}",30,15,-59.945318310086975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
607,False,"{'a': 0.7, 'e': 0.04058874792340995}",20,13,14.338690817807137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.7, 'e': 0.040555355282690636}",25,20,11.861404495738515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.7, 'e': 0.04052204492365539}",20,7,26.691077514362366,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.7, 'e': 0.0404888165089458}",25,2,39.541076260753755,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.7, 'e': 0.04045566970313674}",25,13,23.407511962094368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.7, 'e': 0.040422604172722164}",20,13,3.200530352448474,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.7, 'e': 0.04038961958610097}",35,26,15.500651652165185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.7, 'e': 0.04035671561356309}",25,17,15.221756943143324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.7, 'e': 0.04032389192727559}",35,17,18.926723764359956,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.7, 'e': 0.040291148201269014}",20,8,25.67985854372819,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.7, 'e': 0.04025848411142373}",25,14,22.412704438012888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.7, 'e': 0.040225899335456484}",20,9,19.224031403711784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.7, 'e': 0.04019339355290704}",25,18,13.503666148441436,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.7, 'e': 0.04016096644512494}",20,11,6.317926109486233,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.7, 'e': 0.040128617695256406}",20,0,30.36450015327266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.7, 'e': 0.04009634698823127}",20,12,12.932811693763558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.7, 'e': 0.0400641540107502}",30,9,36.703846953313565,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.7, 'e': 0.04003203845127178}",20,12,4.20575086033085,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.7, 'e': 0.04}",20,12,17.734972971877905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.7, 'e': 0.039968038348871575}",35,23,17.717103823754847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.7, 'e': 0.03993615319154358}",20,2,-11.37797389939589,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
628,False,"{'a': 0.7, 'e': 0.03990434422338111}",20,13,12.489661663461145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.7, 'e': 0.039872611141445}",25,2,36.89681253546598,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.7, 'e': 0.03984095364447979}",20,10,17.912367372035504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.7, 'e': 0.03980937143290165}",20,1,32.03305224194305,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.7, 'e': 0.0397778642087865}",20,7,21.809609191109736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.7, 'e': 0.039746431675858215}",25,5,28.360669052083413,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.7, 'e': 0.03971507353947688}",20,0,-4.427381186423245,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
635,False,"{'a': 0.7, 'e': 0.03968378950662725}",25,16,13.037571921278287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.7, 'e': 0.03965257928590721}",20,14,12.994684476578549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.7, 'e': 0.03962144258751637}",25,8,33.98467039195942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.7, 'e': 0.03959037912324479}",20,11,16.78762640148115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.7, 'e': 0.03955938860646178}",20,14,1.1327361734982953,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.7, 'e': 0.03952847075210474}",30,11,32.3151419709629,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.7, 'e': 0.03949762527666821}",20,12,15.218179899879544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.7, 'e': 0.03946685189819292}",35,19,29.345091262701438,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.7, 'e': 0.03943615033625495}",20,13,10.91359640645609,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.7, 'e': 0.03940552031195503}",25,3,38.51571248114203,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.7, 'e': 0.039374961547907886}",30,16,13.696884624840026,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.7, 'e': 0.039344473768231684}",30,0,17.156516504861944,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
647,False,"{'a': 0.7, 'e': 0.039314056698537575}",25,3,19.067236869546534,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.7, 'e': 0.039283710065919304}",30,12,30.157868268389343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.7, 'e': 0.03925343359894298}",20,0,32.14898771409145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.7, 'e': 0.03922322702763681}",20,6,23.456319032319406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.7, 'e': 0.03919309008348103}",25,2,33.48590139712007,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.7, 'e': 0.03916302249939787}",25,7,26.000878938824634,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.7, 'e': 0.03913302400974161}",20,10,21.34381898549676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.7, 'e': 0.039103094350288754}",20,1,30.305354711309963,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.7, 'e': 0.03907323325822818}",30,21,18.175298765221953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.7, 'e': 0.03904344047215152}",25,11,23.993462670604153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.7, 'e': 0.03901371573204352}",30,13,33.647698716882125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.7, 'e': 0.038984058779272523}",20,12,15.672701037906105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.7, 'e': 0.03895446935658099}",25,15,20.224767778881628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.7, 'e': 0.03892494720807615}",30,16,25.07479401704895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.7, 'e': 0.038895492079220696}",20,8,22.367724647372228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.7, 'e': 0.038866103716823586}",20,4,26.977580443742067,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.7, 'e': 0.03883678186903087}",25,15,8.604108143910274,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.7, 'e': 0.03880752628531664}",30,3,47.477217363995834,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.7, 'e': 0.038778336716474064}",30,12,28.7673106333418,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.7, 'e': 0.03874921291460643}",20,8,22.799473520399335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.7, 'e': 0.038720154633118314}",35,21,16.025862404118214,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.7, 'e': 0.03869116162670684}",25,19,11.211215805863572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.7, 'e': 0.038662233651352955}",20,9,19.7964746834887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.7, 'e': 0.03863337046431279}",20,14,11.511021730589011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.7, 'e': 0.038604571824109146}",25,13,23.377555910448727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.7, 'e': 0.03857583749052298}",25,20,11.206333058824288,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.7, 'e': 0.03854716722458499}",25,3,24.061659359243997,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.7, 'e': 0.03851856078856727}",25,13,22.764092149046885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.7, 'e': 0.03849001794597505}",25,16,-7.889167718628788,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
676,False,"{'a': 0.7, 'e': 0.038461538461538464}",25,11,24.90403969137413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.7, 'e': 0.03843312210120439}",20,2,19.12788653259344,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.7, 'e': 0.03840476863212843}",30,11,32.15745923662462,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.7, 'e': 0.038376477822666816}",25,9,29.227036177043004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.7, 'e': 0.03834824944236852}",30,16,25.019574235312326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.7, 'e': 0.03832008326196737}",20,10,15.625816553692438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.7, 'e': 0.03829197905337418}",30,24,9.215389612168586,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.7, 'e': 0.03826393658966905}",20,7,18.081066424149807,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.7, 'e': 0.038235955645093626}",20,4,29.334764526304152,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.7, 'e': 0.03820803599504351}",25,14,18.805628620469264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.7, 'e': 0.038180177416060626}",20,0,25.39793583752571,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.7, 'e': 0.038152379685825785}",20,5,13.637787495657104,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
688,False,"{'a': 0.7, 'e': 0.038124642583151166}",25,13,21.284103382714648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.7, 'e': 0.03809696588797296}",25,0,35.8497877665809,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
690,False,"{'a': 0.7, 'e': 0.03806934938134405}",20,6,27.230463826303854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.7, 'e': 0.03804179284542668}",25,11,24.560952231523203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.7, 'e': 0.038014296063485276}",30,17,27.169196571633304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.7, 'e': 0.037986858819879316}",25,15,16.568700267065303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.7, 'e': 0.037959480900056165}",30,12,32.78489046532856,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.7, 'e': 0.03793216209054408}",30,20,18.49125380886492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.7, 'e': 0.03790490217894517}",25,13,25.987473320864943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.7, 'e': 0.03787770095392851}",25,13,26.802384374589533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.7, 'e': 0.03785055820522323}",25,0,28.30771131439587,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
699,False,"{'a': 0.7, 'e': 0.03782347372361169}",30,19,23.90499369195356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.7, 'e': 0.03779644730092272}",20,9,19.774810391781863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.7, 'e': 0.0377694787300249}",25,3,38.07256809208205,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.7, 'e': 0.03774256780481986}",25,9,1.6155097900427184,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
703,False,"{'a': 0.7, 'e': 0.03771571432023571}",20,15,8.179280201214851,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.7, 'e': 0.037688918072220454}",20,5,22.524662000549455,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.7, 'e': 0.03766217885773547}",30,19,19.263799713116402,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.7, 'e': 0.03763549647474907}",25,7,31.313691863131638,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.7, 'e': 0.03760887072223008}",20,0,30.874907664140743,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.7, 'e': 0.037582301400141446}",20,9,20.08813137376735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.7, 'e': 0.037555788309433985}",25,4,29.56011457241902,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.7, 'e': 0.037529331252040075}",25,11,13.693129111723373,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.7, 'e': 0.037502930030867465}",35,19,32.81362504851614,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.7, 'e': 0.03747658444979307}",25,15,19.86273199225558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.7, 'e': 0.03745029431365691}",20,2,29.641062219241828,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.7, 'e': 0.03742405942825599}",35,14,32.15556633905275,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.7, 'e': 0.03739787960033829}",25,14,22.067432754731136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.7, 'e': 0.037371754637596795}",20,11,16.039973466633167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.7, 'e': 0.03734568434866355}",20,9,9.017726322988043,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.7, 'e': 0.0373196685431038}",20,10,22.42047814587853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.7, 'e': 0.03729370703141007}",25,7,34.5655256449042,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.7, 'e': 0.037267799624996496}",20,8,20.171210081223315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.7, 'e': 0.03724194613619294}",25,15,17.927684593999103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.7, 'e': 0.03721614637823934}",25,16,14.496842328487897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.7, 'e': 0.037190400165280094}",30,16,21.65964633714264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.7, 'e': 0.03716470731235832}",20,6,26.82245120652472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.7, 'e': 0.037139067635410375}",25,19,10.135342791165955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.7, 'e': 0.037113480951260276}",25,20,11.417562441002689,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.7, 'e': 0.0370879470776142}",20,9,18.21116145339779,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.7, 'e': 0.03706246583305506}",30,9,33.867080637345275,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.7, 'e': 0.037037037037037035}",35,24,23.54357943127291,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.7, 'e': 0.037011660509880265}",25,13,21.83740841145608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.7, 'e': 0.036986336072765455}",25,8,17.794538102818834,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.7, 'e': 0.03696106354772864}",20,14,11.921318503510777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.7, 'e': 0.036935842757655886}",30,13,32.98976485423686,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.7, 'e': 0.03691067352627811}",25,9,26.980951485175858,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.7, 'e': 0.03688555567816588}",20,1,29.80025343006914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.7, 'e': 0.036860489038724284}",20,6,23.73267989860849,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.7, 'e': 0.03683547343418787}",20,12,14.11824111953298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.7, 'e': 0.036810508691615514}",25,20,7.743489376981778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.7, 'e': 0.036785594638885484}",25,10,15.816874242370764,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.7, 'e': 0.036760731104690386}",20,0,32.762663583667035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
741,False,"{'a': 0.7, 'e': 0.03673591791853225}",25,18,16.11546894995605,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.7, 'e': 0.036711154910717615}",20,12,18.083121996422054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.7, 'e': 0.03668644191235265}",20,15,9.977867282923807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.7, 'e': 0.036661778755338326}",20,8,22.487910645809155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.7, 'e': 0.03663716527236558}",20,7,22.76476914616371,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.7, 'e': 0.03661260129691062}",25,10,27.73170787371102,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.7, 'e': 0.036588086663230115}",25,0,26.30517932250217,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
748,False,"{'a': 0.7, 'e': 0.036563621206356534}",25,0,24.569824711731975,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
749,False,"{'a': 0.7, 'e': 0.03653920476209348}",20,10,20.709216326626404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.7, 'e': 0.03651483716701107}",25,12,22.269450334854618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.7, 'e': 0.03649051825844134}",25,14,4.055385360204448,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.7, 'e': 0.03646624787447364}",20,10,20.323528184128833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.7, 'e': 0.03644202585395018}",25,18,14.380392729100736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.7, 'e': 0.03641785203646149}",25,5,38.512531893556684,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.7, 'e': 0.03639372626234195}",20,11,15.722062236824506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.7, 'e': 0.036369648372665396}",30,17,23.529461661046394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.7, 'e': 0.0363456182092407}",30,16,24.368222152114463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.7, 'e': 0.0363216356146074}",20,11,15.338855505239195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.7, 'e': 0.036297700432031385}",35,5,47.83994823790877,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.7, 'e': 0.03627381250550058}",30,20,23.906032655412783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.7, 'e': 0.03624997167972069}",30,3,42.16338419534223,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.7, 'e': 0.03622617780011092}",20,6,28.370081251981002,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.7, 'e': 0.03620243071279983}",25,3,36.890239017672315,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.7, 'e': 0.03617873026462108}",30,22,12.723103948576124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
